regulator,target
TBP,SNURF
TBP,SNRPN
TBP,GPX3
TBP,ALPL
TBP,SPNS2
TBP,ZFP819
TBP,TRH
TBP,OPLAH
TBP,FUT9
TBP,LPAR2
TBP,TCEA3
TBP,RASGRP2
TBP,KRT42
TBP,TET1
TBP,ADAM23
TBP,PDE4DIP
TBP,TGIF2
TBP,B4GALNT4
TBP,HSF2BP
TBP,LRP2
TBP,DUSP9
TBP,ST5
TBP,DUSP27
TBP,HS3ST1
TBP,NOTCH4
TBP,ZFP979
TBP,SERPING1
TBP,CDH6
TBX3,TFRC
TBX3,SMARCA5
TBX3,KDM1A
TBX3,ZFP990
TBX3,SERBP1
TBX3,SRSF1
TBX3,MSL2
TBX3,ARHGAP29
TBX3,FBXO22
TBX3,HDLBP
TBX3,SARAF
TBX3,CLTC
TBX3,ARF4
TBX3,PDIA5
TBX3,ARPC2
TBX3,MPHOSPH8
TBX3,CPD
TBX3,TPD52
TBX3,VAMP3
TBX3,SETD7
TBX3,NPM1
TBX3,ADNP
TBX3,OAT
TBX3,ERP29
TBX3,UPP1
TBX3,MYDGF
TBX3,P4HA1
TBX3,DAP
TBX3,NCAPG
TBX3,GXYLT1
TBX3,MAX
TBX3,SDCBP
TBX3,INO80
TBX3,KDM4C
TBX3,NRF1
TBX3,ZBTB44
TBX3,TFE3
TBX3,NFYA
TBX3,MCM2
TBX3,PKNOX1
TBX3,SETD1A
TBX3,USP28
TBX3,BMPR2
TBX3,NCOR1
TBX3,ABHD5
TBX3,STAG1
TBX3,CBX5
TBX3,NFYC
TBX3,DPY30
TBX3,MFSD1
TBX3,SLC16A1
TBX3,RIF1
TBX3,PURB
TBX3,CBX7
TBX3,CALM1
TBX3,LAMC1
TBX3,RAP1GDS1
TBX3,RAD21
TBX3,MARC2
TBX3,MBD3
TBX3,USP16
TBX3,SAP18
TBX3,CDC5L
TBX3,SAP30
TBX3,MTA2
TBX3,TBP
TBX3,PIPOX
TBX3,CAR2
TBX3,SMARCC1
TBX3,OSBP
TBX3,MORC3
TBX3,RAD23B
TBX3,KAT6B
TBX3,RBPJ
TBX3,GMNN
TBX3,KMT2C
TBX3,HEATR1
TBX3,SUZ12
TBX3,TRIM28
TBX3,P4HA2
TBX3,KDM2B
TBX3,EED
TBX3,SUPT6
TBX3,SMAD2
TBX3,ME1
TBX3,TM9SF3
TBX3,TMEM150A
TBX3,PRKAA2
TBX3,MAN1A
TBX3,MED26
TBX3,NELFA
TBX3,GORASP2
TBX3,PRDX1
TBX3,BAG2
TBX3,PHC1
TBX3,SET
TBX3,IKBIP
TBX3,APAF1
TBX3,SEC24A
TBX3,FBRSL1
TBX3,SPP1
TBX3,GCNT2
TBX3,TMEM30A
TBX3,TLE4
TBX3,CBX1
TBX3,YEATS4
TBX3,PTP4A1
TBX3,SLC35F5
TBX3,GABARAP
TBX3,BRD2
TBX3,ZFP217
TBX3,GFPT1
TBX3,KDM2A
TBX3,GSN
TBX3,COPG1
TBX3,QSOX1
TBX3,ADAM19
TBX3,UBA2
TBX3,GNA12
TBX3,CALU
TBX3,APEX1
TBX3,MKRN1
TBX3,DGCR8
TBX3,LAMP1
TBX3,CDK7
TBX3,ARF1
TBX3,ITGA6
TBX3,TMED3
TBX3,ELOB
TBX3,PATJ
TBX3,MAFK
TBX3,RBMXL2
TBX3,PRDM15
TBX3,RRN3
TBX3,SURF4
TBX3,XPNPEP1
TBX3,COTL1
TBX3,SUPT5
TBX3,ATP6V0A1
TBX3,BTAF1
TBX3,GLO1
TBX3,RTN3
TBX3,IRF2BPL
TBX3,HNRNPL
TBX3,ADGRA2
TBX3,POU5F1
TBX3,ZFP979
TBX3,TXNDC12
TBX3,CST3
TBX3,SLC39A8
TBX3,CDC16
TBX3,APPBP2
TBX3,HSP90AA1
TBX3,FST
TBX3,DRAM1
TBX3,PXDN
TBX3,SMARCA4
TBX3,TMOD3
TBX3,BRD9
TBX3,ZFHX3
TBX3,ATP6V0E
TBX3,ZFP819
TBX3,FABP3
TBX3,TGIF2
TBX3,SOX2
TBX3,PDCD6IP
TBX3,2410141K09RIK
TBX3,NANOG
TBX3,FOXH1
TBX3,SSR3
TBX3,ILK
TBX3,GCNT1
TBX3,DUSP6
TBX3,PRSS35
TBX3,L1TD1
TBX3,TMED9
TBX3,SELENOS
TBX3,OTX2
TCF12,RDM1
TCF12,OAT
TCF12,CD63
TCF12,CBX5
TCF12,ZFHX3
TCF12,RIF1
TCF12,TBRG1
TCF12,SPP1
TCF12,HSP90AB1
TCF12,PIPOX
TCF12,UBA2
TCF12,CALM1
TCF12,FABP3
TCF12,MYMX
TCF12,SEMA4C
TCF12,ADNP
TCF12,MTF2
TCF12,CBX8
TCF12,KMT2D
TCF12,TET1
TCF12,MSH6
TCF12,TPD52
TCF12,KDM5B
TCF12,LRRC59
TCF12,MFSD1
TCF12,NSL1
TCF12,ERF
TCF12,DDB1
TCF12,PHC1
TCF12,GSN
TCF12,FRMD4A
TCF12,ST5
TCF12,OTX2
TCF12,GCNT2
TCF12,CLTC
TCF12,TFRC
TCF12,PLA2G15
TCF12,TMED9
TCF12,IRF2BPL
TCF12,IFITM1
TCF12,NANOG
TCF12,GPC6
TCF12,UPP1
TCF12,NFYC
TCF12,CPOX
TCF12,KMT2C
TCF12,MKRN1
TCF12,PDIA5
TCF12,TGFBR3
TCF12,USP16
TCF12,KDM6B
TCF12,ADAM19
TCF12,PDIA3
TCF12,TLE4
TCF12,SRSF2
TCF12,RBPJ
TCF12,CHST15
TCF12,FNDC3B
TCF12,STAG1
TCF12,RAF1
TCF12,RBBP7
TCF12,LAMP1
TCF12,SOX2
TCF12,SUPT16
TCF12,SLC39A8
TCF12,DNMT3B
TCF12,KDM1A
TCF12,ARHGAP29
TCF12,PHF19
TCF12,SERPING1
TCF12,P4HA1
TCF12,FBXW8
TCF12,SSRP1
TCF12,TBP
TCF12,PDK1
TCF12,LRP2
TCF12,GCNT1
TCF12,TBX3
TCF12,ILK
TCF12,PCOLCE
TCF12,CDC42SE2
TCF12,SLC15A1
TCF12,ZMYND8
TCF12,KDM2B
TCF12,EXT2
TCF12,GNB2
TCF12,IMPDH2
TCF12,MBD3
TCF12,NCOR1
TCF12,TGIF2
TCF12,CDK7
TCF12,CST3
TCF12,DUSP6
TCF12,SH3GLB1
TCF12,PLEKHF2
TCF12,KANSL3
TCF12,ZBTB44
TCF12,CDC16
TCF12,SRSF1
TCF12,TMOD3
TCF12,TAF3
TCF12,FOXH1
TCF12,GALK1
TCF12,KDELC2
TCF12,PAFAH1B3
TCF12,SEC24A
TCF12,RBBP5
TCF12,FHDC1
TCF12,FBRSL1
TCF12,COL4A2
TCF12,COL4A1
TCF12,APOBEC3
TCF12,MSL2
TCF12,CTCF
TCF12,ZFP710
TCF12,ZIC2
TCF12,LAMC1
TCF12,ADAM10
TCF12,ZFP532
TCF12,FZD5
TCF12,WDR11
TCF12,NACC1
TCF12,SARAF
TCF12,GATA6
TCF12,GNAI3
TCF12,SET
TCF12,HSPA4
TCF12,RRN3
TCF12,POU5F1
TCF12,TRAM1
TCF12,TRIM28
TCF12,COPA
TCF12,TSPAN9
TCF12,PXDN
TCF12,GFPT2
TCF12,STAT3
TCF12,ARFGAP1
TCF12,GLDC
TCF12,HDAC2
TCF12,SERBP1
TCF12,DPY30
TCF12,GORASP2
TCF12,ASPH
TCF12,SELENOW
TCF12,TDH
TCF12,DARS
TCF12,COPG1
TCF12,TUBB2B
TCF12,AU018091
TCF12,APPBP2
TCF12,ETV1
TCF12,TMEM214
TCF12,LRPAP1
TCF12,ITGB1
TCF12,MED23
TCF12,FLRT3
TCF12,MYLPF
TCF12,PITPNC1
TCF12,NFYB
TCF12,TGIF1
TCF12,EED
TCF12,OBSL1
TCF12,H13
TCF12,DR1
TCF12,KDM4C
TCF12,POFUT2
TCF12,NELFA
TCF12,MORC3
TCF12,COMMD3
TCF12,ZBTB2
TCF12,MBD2
TCF12,SERPINH1
TCF12,PPIB
TCF12,MPHOSPH8
TCF12,RARA
TCF12,TMEM165
TCF12,GLIPR2
TCF12,PKNOX1
TCF12,NIPSNAP1
TCF12,DMAP1
TCF12,TMEM30A
TCF12,SURF4
TCF12,NPM1
TCF12,GATA4
TCF12,L1TD1
TCF12,DDX21
TCF12,NR4A1
TCF12,BAZ1B
TCF12,VAMP8
TCF12,FOXA2
TCF12,SEC11A
TCF12,RAD23B
TCF12,PNP
TCF12,SOAT1
TCF12,CDH6
TCF12,RRBP1
TCF12,HDLBP
TCF12,ZC3H11A
TCF12,CDK8
TCF12,ADGRA2
TCF12,ATP6V0A1
TCF12,PTP4A1
TCF12,HSPG2
TCF12,TGOLN1
TCF12,ARF4
TCF12,SNURF
TCF12,SNRPN
TCF12,IKBIP
TCF12,APAF1
TCF12,ZYX
TCF12,MAPKAPK2
TCF12,SMAD1
TCF12,ARID1A
TCF12,GMNN
TCF12,INO80
TCF12,FBLIM1
TCF12,VSIR
TCF12,EP400
TCF12,MDN1
TCF12,LRRC34
TCF12,E4F1
TCF12,TCEA3
TCF12,SAP18
TCF12,HIRA
TCF12,CBX3
TCF12,HS3ST1
TCF12,SETX
TCF12,SMARCC1
TCF12,SUMO1
TCF12,MAPK8
TCF12,OGT
TCF12,SUPT5
TCF12,PATJ
TCF12,LY75
TCF12,CALR
TCF12,PRDM14
TCF12,ACP6
TCF12,NRF1
TCF12,E2F1
TCF12,MAFK
TCF12,COPB1
TCF12,NR5A2
TCF12,TCN2
TCF12,CLN6
TCF12,HELB
TCF12,FBXO22
TCF12,ZFP428
TCF12,LTBP4
TCF12,SMARCA5
TCF12,HIRIP3
TCF12,CTBP2
TCF12,BTAF1
TCF12,KDM5A
TCF12,TET3
TCF12,MED26
TCF12,ZFP384
TCF12,GFPT1
TCF12,GSTA4
TCF12,RASGRP2
TCF12,RARG
TCF12,NCAPH2
TCF12,LMF2
TCF12,PSEN1
TCF12,DGCR8
TCF12,DAP
TCF12,KDM2A
TCF12,DDOST
TCF12,EIF2S2
TCF12,BEND5
TCF12,MPRIP
TCF12,MED12
TCF12,GTF2B
TCF12,RBPMS2
TCF12,RTN3
TCF12,LPAR2
TCF12,ATP6V0E
TCF12,TDGF1
TCF12,IFI30
TCF12,FUT9
TCF12,ELL2
TCF12,SAP30
TCF12,USP28
TCF12,SLC35F5
TCF12,ANXA4
TCF12,BRD2
TCF12,SUMO2
TCF12,KAT8
TCF12,LEO1
TCF12,AP2A2
TCF12,MAP1A
TCF12,CALU
TCF12,KDM6A
TCF12,SETDB1
TCF12,SELENOS
TCF12,ARHGEF5
TCF12,RUVBL2
TCF12,BRD9
TCF12,OPLAH
TCF12,NCAPG
TCF12,APEX1
TCF12,MAX
TCF12,RNF2
TCF12,SLC7A3
TCF12,HMGA1
TCF12,PTOV1
TCF12,SLC25A4
TCF12,MSH2
TCF12,LYN
TCF12,NOTCH4
TCF12,PDGFRA
TCF12,KRTCAP2
TCF12,NIPBL
TCF12,MARC2
TCF12,GNS
TCF12,P3H4
TCF12,KDELR1
TCF12,RBMXL2
TCF12,PRDX1
TCF12,SMARCA2
TCF12,HMGA1B
TCF12,ZFP217
TCF12,TRP53
TCF12,TMED3
TCF12,HDAC1
TCF12,POLE4
TCF12,MOB3B
TCF12,FAM129B
TCF12,NUP210
TCF12,MEN1
TCF12,ARF1
TCF12,SETD7
TCF12,CXXC1
TCF12,PAF1
TCF12,PTPN21
TCF12,PRDM15
TCF12,MOV10
TCF12,ZFP322A
TCF12,SSR4
TCF12,TMED2
TCF12,ERP29
TCF12,SETD1A
TCF12,FGFR1
TCF12,ELL3
TCF12,DPF2
TCF12,TFE3
TCF12,PHRF1
TCF12,VKORC1
TCF12,PHLDB2
TCF12,KDELR2
TCF12,CARHSP1
TCF12,ALDH2
TCF12,P3H2
TCF12,IGFBP2
TCF12,ERAS
TCF12,EFEMP2
TCF12,DNAJC10
TCF12,SMARCA4
TCF12,EP300
TCF12,ELL
TCF12,STT3A
TCF12,TXNDC5
TCF12,CRTC3
TCF12,CHMP4B
TCF12,COBLL1
TCF12,CRYAB
TCF12,SLC16A1
TCF12,CDC73
TCF12,TXNDC12
TCF12,CHD1
TCF12,GLO1
TCF12,SALL4
TCF12,GGA2
TCF12,TFCP2L1
TCF12,SUZ12
TCF12,RAB11A
TCF12,MYDGF
TCF12,DCLK2
TCF12,XPNPEP1
TCF12,CTSL
TCF12,STAG2
TCF12,BMPR2
TCF12,B4GALT1
TCF12,AMPD2
TCF12,CBX7
TCF12,LAMB1
TCF12,RER1
TCF12,MYBL2
TCF12,ASS1
TCF12,TAX1BP3
TCF12,PTPN14
TCF12,XRCC5
TCF12,MCM2
TCF12,BRD4
TCF12,GXYLT1
TCF12,ARPC2
TCF12,ZFP42
TCF12,RRAS2
TCF12,LAMB2
TCF12,ARPC5
TCF12,QSOX1
TCF12,ATF7IP
TCF12,PHF5A
TCF12,LAMA1
TCF12,WDR5
TCF12,ZFP143
TCF12,MAN1A
TCF12,CDC5L
TCF12,ARID3A
TCF12,APP
TCF12,PARD6B
TCF12,AARS
TCF12,RNF138
TCF12,2410141K09RIK
TCF12,DICER1
TCF12,SMARCAD1
TCF12,PARP1
TCF12,FUT8
TCF12,RETREG1
TCF12,OSTC
TCF12,GNA12
TCF12,GABARAP
TCF12,KMT2B
TCF12,XBP1
TCF12,TAF2
TCF12,TALDO1
TCF12,MYL6
TCF12,SMC3
TCF12,FXYD6
TCF12,FRS2
TCF12,WDR46
TCF12,JUN
TCF12,YY1
TCF12,SEPT1
TCF12,KCTD10
TCF12,GTF3C1
TCF12,HEATR1
TCF12,YEATS4
TCF12,ZFX
TCF12,RAD21
TCF12,ZFP819
TCF12,SS18
TCF12,B2M
TCF12,TMEM144
TCF12,CTSD
TCF12,ARHGAP1
TCF12,EZH2
TCF12,UBQLN2
TCF12,P3H1
TCF12,ITGA6
TCF12,BMPER
TCF12,ARF5
TCF12,GLI1
TCF12,CHD7
TCF12,SSR1
TCF12,LMNB1
TCF12,NFXL1
TCF12,COL27A1
TCF12,PCGF2
TCF12,HSD17B14
TCF12,ARL8A
TCF12,NCAPD3
TCF12,P4HB
TCF12,JAM2
TCF12,GDF3
TCF12,PDIA6
TCF12,THAP11
TCF12,SOD1
TCF12,PDCD6IP
TCF12,MYH9
TCF12,SDCBP
TCF12,ACBD3
TCF12,RAB2A
TCF12,BSG
TCF12,SNX2
TCF12,SIRT6
TCF12,SMAD3
TCF12,CKAP4
TCF12,RPN1
TCF12,DNAJC3
TCF12,DCTPP1
TCF12,MYC
TCF12,L3MBTL3
TCF12,DERL1
TCF12,RAP1GDS1
TCF12,ETV5
TCF12,UHRF1
TCF12,SPNS2
TCF12,IFITM2
TCF12,PURB
TCF12,NASP
TCF12,ITGAV
TCF12,DUSP27
TCF12,CCDC88C
TCF12,ARFIP1
TCF12,SPARC
TCF12,SUPT6
TCF12,UBTF
TCF12,MTA2
TCF12,MCRS1
TCF12,SNX7
TCF12,ANO10
TCF12,RFFL
TCF12,PTH1R
TCF12,LRRC58
TCF12,FGF10
TCF12,CBX2
TCF12,KLF5
TCF12,CPD
TCF12,NR0B1
TCF12,HIP1
TCF12,BAZ1A
TCF12,GSR
TCF12,SRI
TCF12,RANBP17
TCF12,FKBP5
TCF12,LRRC2
TCF12,DKC1
TCF12,VAMP3
TCF12,STX3
TCF12,TCOF1
TCF12,AKT1
TCF12,HNF1B
TCF12,WDR82
TCF12,BNC2
TCF12,MED1
TCF12,ZFP281
TCF12,GLI2
TCF12,PLOD2
TCF12,DAXX
TCF12,RCOR1
TCF12,NFYA
TCF12,TMEM9B
TCF12,TMEM150A
TCF12,METTL3
TCF12,SSR3
TCF12,SFRP1
TCF12,KAT5
TCF12,PLAT
TCF12,AEBP2
TCF12,MAN1A2
TCF12,TMBIM6
TCF12,RPP25
TCF12,SEC23A
TCF12,TM9SF3
TCF12,CLCN5
TCF12,SLC39A1
TCF12,TCL1
TCF12,RAB3IL1
TCF12,PLOD3
TCF12,TNKS
TCF12,AGPAT4
TCF12,CERS4
TCF12,PLOD1
TCF12,ILDR1
TCF12,FGFR4
TCF12,NONO
TCF12,PWP1
TCF12,DAB2
TCF12,TIMP2
TCF12,GOT1
TCF12,ELOB
TCF12,KAT6B
TCF12,GABBR1
TCF12,SLC7A6
TCF12,F3
TCF12,ZFP57
TCF12,DPPA2
TCF12,RPN2
TCF12,CEMIP
TCF12,ZCCHC24
TCF12,DROSHA
TCF12,CTSZ
TCF12,FGD1
TCF12,KDM4A
TCF12,E2F4
TCF12,SALL1
TCF12,BAG2
TCF12,UTF1
TCF12,SLC39A7
TCF12,EDEM1
TCF12,LGALS3
TCF12,CDK9
TCF12,CREB3
TCF12,ACTL6A
TCF12,DOCK5
TCF12,TTC39B
TCF12,PARVA
TCF12,FKBP9
TCF12,CHD4
TCF12,GDPD5
TCF12,KLF2
TCF12,DTX3L
TCF12,SPOCK1
TCF12,TDG
TCF12,P4HA2
TCF12,SOX17
TCF12,PFKP
TCF12,BAZ2A
TCF12,RXRA
TCF12,PRSS35
TCF12,NUCB1
TCF12,GNPTAB
TCF12,LDLRAP1
TCF12,NID1
TCF12,TMEM59
TCF12,RYBP
TCF12,EPOP
TCF12,COL18A1
TCF12,STARD10
TCF12,KRT8
TCF12,CMKLR1
TCF12,CTR9
TCF12,FAM114A1
TCF12,FGF3
TCF12,MSL1
TCF12,JARID2
TCF12,PCBD1
TCF12,PRKAA2
TCF12,HSP90AA1
TCF12,DUSP9
TCF12,BASP1
TCF12,CBFA2T2
TCF12,GHR
TCF12,SMYD2
TCF12,SELENOM
TCF12,KHDC3
TCF12,2200002D01RIK
TCF12,COLGALT1
TCF12,NAA10
TCF12,USP7
TCF12,TMED10
TCF12,ZFYVE21
TCF12,ZFP990
TCF12,CHCHD10
TCF12,UTP14A
TCF12,ABHD5
TCF12,ETV4
TCF12,EPAS1
TCF12,ME1
TCF12,GNAS
TCF12,GALNT7
TCF12,SMC1A
TCF12,GGTA1
TCF12,CCND1
TCF12,IER2
TCF12,DRAM1
TCF12,CNOT3
TCF12,PCOLCE2
TCF12,RUVBL1
TCF12,NMNAT2
TCF12,CREB3L2
TCF12,SHTN1
TCF12,MVB12B
TCF12,PRDX4
TCF12,MBNL2
TCF12,REST
TCF12,BCLAF3
TCF12,SRGN
TCF12,FN1
TCF12,ZIC3
TCF12,MMGT1
TCF12,BMI1
TCF12,REEP5
TCF12,HNRNPL
TCF12,ANK
TCF12,CAR2
TCF12,ATRX
TCF12,TRH
TCF12,HKDC1
TCF12,FST
TCF12,CREBBP
TCF12,TYRO3
TCF12,KLF4
TCF12,ALG13
TCF12,ZFP459
TCF12,HTATSF1
TCF12,1700061G19RIK
TCF12,ZFP979
TCF12,CBX1
TCF12,TIMP3
TCF12,HSPB1
TCF12,HCFC1
TCF12,TPM4
TCF12,ENOX1
TCF12,FGF4
TCF12,GNG10
TCF12,EVA1A
TCF12,SELENON
TCF12,TEX264
TCF12,PDE4DIP
TCF12,HSF2BP
TCF12,PECAM1
TCF12,IHH
TCF12,ADAM23
TCF12,HAP1
TCF12,TCF15
TCF12,GPX3
TCF12,BMP1
TCF12,MCAM
TCF12,BMP4
TCF3,MSH6
TCF3,GALK1
TCF3,ADNP
TCF3,ADAM19
TCF3,SH3GLB1
TCF3,CLTC
TCF3,RASGRP2
TCF3,ZBTB2
TCF3,HSP90AB1
TCF3,CBX5
TCF3,MTF2
TCF3,HMGA1B
TCF3,HMGA1
TCF3,NUP210
TCF3,MBD3
TCF3,KLF4
TCF3,TAF3
TCF3,GTF2B
TCF3,CCDC88C
TCF3,SETD1A
TCF3,ITGB1
TCF3,DDB1
TCF3,TRAM1
TCF3,CDK9
TCF3,TAF1
TCF3,PARD6B
TCF3,KMT2C
TCF3,HSP90AA1
TCF3,GNB2
TCF3,STAT3
TCF3,GSN
TCF3,RIF1
TCF3,TCF12
TCF3,GLIPR2
TCF3,SUPT5
TCF3,CALM1
TCF3,CBX3
TCF3,DDOST
TCF3,CHMP4B
TCF3,ZFP217
TCF3,KDM2A
TCF3,VSIR
TCF3,TFRC
TCF3,BRD2
TCF3,CREBBP
TCF3,ASS1
TCF3,SIK1
TCF3,CARHSP1
TCF3,CTCF
TCF3,SURF4
TCF3,TPM4
TCF3,LRPAP1
TCF3,STAG1
TCF3,OGT
TCF3,KDM5A
TCF3,ATP6V0A1
TCF3,SET
TCF3,IRF2BPL
TCF3,SEC24A
TCF3,CCND1
TCF3,KMT2B
TCF3,SERBP1
TCF3,NR4A1
TCF3,UBQLN2
TCF3,MBD2
TCF3,TET3
TCF3,KDM4C
TCF3,SRSF2
TCF3,ZFP281
TCF3,SRSF1
TCF3,RRBP1
TCF3,GORASP2
TCF3,SOD1
TCF3,CDC42SE2
TCF3,POU5F1
TCF3,PLA2G15
TCF3,KMT2D
TCF3,CBX7
TCF3,CDC73
TCF3,CHST15
TCF3,FBRSL1
TCF3,IFITM1
TCF3,NPM1
TCF3,BAZ1B
TCF3,COLGALT1
TCF3,PIPOX
TCF3,NIPBL
TCF3,RCC2
TCF3,USP28
TCF3,RARA
TCF3,ARHGAP1
TCF3,SIRT6
TCF3,CST3
TCF3,CBX8
TCF3,PLEKHF2
TCF3,SPNS2
TCF3,RFFL
TCF3,CDK8
TCF3,MYLPF
TCF3,INO80
TCF3,SMARCA5
TCF3,TUBB2B
TCF3,TPD52
TCF3,ACP6
TCF3,RAB11A
TCF3,CD63
TCF3,ARID3A
TCF3,DCLK2
TCF3,LRRC59
TCF3,DPY30
TCF3,TFE3
TCF3,PHC1
TCF3,POLE4
TCF3,LAMP1
TCF3,DNAJC10
TCF3,SUMO2
TCF3,ATF7IP
TCF3,RBPJ
TCF3,HDLBP
TCF3,WDR82
TCF3,SUZ12
TCF3,ARID1A
TCF3,SMARCA4
TCF3,MED12
TCF3,EP400
TCF3,PKNOX1
TCF3,CALR
TCF3,ZFP143
TCF3,KANSL3
TCF3,PDIA3
TCF3,ARFIP1
TCF3,ZFP428
TCF3,ZMYND8
TCF3,ARPC2
TCF3,RAF1
TCF3,KDM1A
TCF3,RTN3
TCF3,PML
TCF3,PDCD6IP
TCF3,ARPC5
TCF3,FUT8
TCF3,TMEM30A
TCF3,PRDM15
TCF3,EED
TCF3,MED23
TCF3,SETX
TCF3,MORC3
TCF3,PURB
TCF3,E2F1
TCF3,FBXO22
TCF3,PTPN21
TCF3,PPIB
TCF3,CHD7
TCF3,TRIM28
TCF3,XBP1
TCF3,SEC24D
TCF3,SMARCA2
TCF3,MAPK8
TCF3,USP16
TCF3,MKRN1
TCF3,NANOG
TCF3,TGIF1
TCF3,LAMC1
TCF3,WDR11
TCF3,TXNDC12
TCF3,PDK1
TCF3,ARHGEF5
TCF3,LMNB1
TCF3,ASPH
TCF3,ZYX
TCF3,IKBIP
TCF3,BTAF1
TCF3,APAF1
TCF3,IMPDH2
TCF3,CDC16
TCF3,TMEM150A
TCF3,HIRA
TCF3,ETV1
TCF3,SLC16A1
TCF3,SLC25A4
TCF3,MOB3B
TCF3,MYMX
TCF3,RRN3
TCF3,DUSP6
TCF3,RER1
TCF3,SETD7
TCF3,ARF4
TCF3,USP7
TCF3,NFYC
TCF3,ZFP710
TCF3,FBXW8
TCF3,RCOR1
TCF3,DMAP1
TCF3,SMYD2
TCF3,BRD4
TCF3,CDC5L
TCF3,AEBP2
TCF3,CTSZ
TCF3,ATP6V0E
TCF3,RAD23B
TCF3,ILK
TCF3,DR1
TCF3,COBLL1
TCF3,OTX2
TCF3,TMEM9B
TCF3,REEP5
TCF3,ADAM10
TCF3,UHRF1
TCF3,ZFP384
TCF3,VAMP3
TCF3,GALNT7
TCF3,DGCR8
TCF3,SLC15A1
TCF3,SMARCC1
TCF3,P4HA1
TCF3,MED26
TCF3,ZBTB44
TCF3,MAP1A
TCF3,MYC
TCF3,ARF1
TCF3,TCEA3
TCF3,BEND5
TCF3,SDCBP
TCF3,TMEM165
TCF3,CHD1
TCF3,MFSD1
TCF3,ERF
TCF3,TGIF2
TCF3,ACTL6A
TCF3,GNPTAB
TCF3,DAP
TCF3,PTPN14
TCF3,KDM2B
TCF3,ARFGAP1
TCF3,PRDX1
TCF3,ETV4
TCF3,NELFA
TCF3,YY1
TCF3,NCOR1
TCF3,TDG
TCF3,ITGAV
TCF3,COPA
TCF3,CDK7
TCF3,MSL2
TCF3,TIMP2
TCF3,PTOV1
TCF3,ACBD3
TCF3,SRGN
TCF3,SEC11A
TCF3,ERP29
TCF3,CBFA2T2
TCF3,PSEN1
TCF3,CDH6
TCF3,FLRT3
TCF3,RBPMS2
TCF3,AP2A2
TCF3,TMEM214
TCF3,SARAF
TCF3,GNA12
TCF3,NFYB
TCF3,RPN2
TCF3,EP300
TCF3,ETV5
TCF3,CLN6
TCF3,RNF2
TCF3,CTBP2
TCF3,TMOD3
TCF3,ZFP532
TCF3,FKBP5
TCF3,COPB1
TCF3,CTSD
TCF3,UPP1
TCF3,POFUT2
TCF3,E4F1
TCF3,RPN1
TCF3,NACC1
TCF3,LPAR2
TCF3,TAX1BP3
TCF3,B4GALT1
TCF3,REST
TCF3,TGOLN1
TCF3,UBTF
TCF3,MPHOSPH8
TCF3,TBP
TCF3,GNS
TCF3,SMAD3
TCF3,ELL
TCF3,2410141K09RIK
TCF3,RETREG1
TCF3,MED1
TCF3,ELOB
TCF3,PDIA5
TCF3,KCTD10
TCF3,WDR5
TCF3,FBLIM1
TCF3,PTP4A1
TCF3,PRKCE
TCF3,HNRNPL
TCF3,KDM5B
TCF3,MDN1
TCF3,SPP1
TCF3,RNF138
TCF3,N4BP3
TCF3,NRF1
TCF3,SSRP1
TCF3,SETDB1
TCF3,MAPKAPK2
TCF3,TAF2
TCF3,CALU
TCF3,TALDO1
TCF3,RAP1GDS1
TCF3,SLC39A8
TCF3,GFPT1
TCF3,HDAC2
TCF3,ARHGAP29
TCF3,XRCC5
TCF3,RBBP7
TCF3,BMPR2
TCF3,SS18
TCF3,LRRC58
TCF3,TBRG1
TCF3,ZC3H11A
TCF3,DARS
TCF3,ST5
TCF3,RAB2A
TCF3,AMFR
TCF3,PXDN
TCF3,SEC23A
TCF3,CREB3
TCF3,P4HB
TCF3,ANK
TCF3,BSG
TCF3,SELENOS
TCF3,EXT2
TCF3,SSR1
TCF3,KAT6B
TCF3,FRMD4A
TCF3,SLC35F5
TCF3,GLO1
TCF3,KDELR2
TCF3,SOX2
TCF3,LTBP4
TCF3,HDAC1
TCF3,FZD5
TCF3,CRTC3
TCF3,ABHD5
TCF3,EDEM1
TCF3,SLC7A6
TCF3,ZFHX3
TCF3,GNAS
TCF3,YEATS4
TCF3,GCNT2
TCF3,STARD10
TCF3,MPRIP
TCF3,KDM4A
TCF3,MAN1A2
TCF3,MYCN
TCF3,SNURF
TCF3,SNRPN
TCF3,RAD21
TCF3,SLC7A3
TCF3,FN1
TCF3,PHRF1
TCF3,GXYLT1
TCF3,DROSHA
TCF3,CAR2
TCF3,COPG1
TCF3,ZIC2
TCF3,RYBP
TCF3,SERPINH1
TCF3,PNP
TCF3,SALL4
TCF3,FNDC3B
TCF3,METTL3
TCF3,SRI
TCF3,PATJ
TCF3,SEMA4C
TCF3,PAFAH1B3
TCF3,BRD9
TCF3,GSR
TCF3,KAT5
TCF3,MOV10
TCF3,ZFP819
TCF3,GDPD5
TCF3,APPBP2
TCF3,MAFK
TCF3,ITPK1
TCF3,GNAI3
TCF3,DNMT3B
TCF3,ARL8A
TCF3,DICER1
TCF3,SMARCAD1
TCF3,GMNN
TCF3,OPLAH
TCF3,BMPER
TCF3,PDIA6
TCF3,MTA2
TCF3,ADGRA2
TCF3,TET2
TCF3,FABP3
TCF3,BMP1
TCF3,PWP1
TCF3,AGPAT4
TCF3,P3H4
TCF3,RRAS2
